make,vehicleModel,manufacturedYear,registeredYear,mileage,previousOwners,exteriorColor,fuelType,condition,transmission,bodyType,engineCapacity,value,normalized_value,normalized_engineCapacity,normalized_mileage,normalized_manufacturedYear,normalized_registeredYear
toyota,premio,2014,2015,158000,3,gray,petrol,pre-owned,automatic,sedan,1500,12200000,0.11636717350125429,0.25373134328358204,0.38654515666598405,0.8461538461538467,0.8205128205128176
toyota,premio,2013,2014,100000,2,brown,petrol,pre-owned,automatic,sedan,1500,12975000,0.12430246249936007,0.25373134328358204,0.23807085807904976,0.8205128205128176,0.7948717948717956
toyota,vitz,2017,2018,84000,1,black,petrol,pre-owned,automatic,hatchback,1000,8390000,0.0773562688783085,0.00497512437810943,0.1971124308826541,0.9230769230769198,0.8974358974358978
toyota,vitz,2017,2017,65000,1,white,petrol,pre-owned,automatic,hatchback,1000,7990000,0.0732606358470281,0.00497512437810943,0.14847429858693426,0.9230769230769198,0.8717948717948687
toyota,vitz,2016,2018,67000,1,blue,petrol,pre-owned,automatic,hatchback,1000,7690000,0.07018891107356781,0.00497512437810943,0.1535941019864837,0.8974358974358978,0.8974358974358978
toyota,vitz,2019,2020,31000,1,white,petrol,pre-owned,automatic,hatchback,1000,9590000,0.08964316797214969,0.00497512437810943,0.06143764079459348,0.9743589743589709,0.9487179487179489
toyota,vitz,2015,2019,55000,1,red,petrol,pre-owned,automatic,hatchback,1000,7500000,0.06824348538370963,0.00497512437810943,0.12287528158918698,0.8717948717948687,0.9230769230769198
toyota,vitz,2015,2018,80000,1,brown,petrol,pre-owned,automatic,hatchback,990,7450000,0.06773153125479957,0.0,0.18687282408355518,0.8717948717948687,0.8974358974358978
toyota,vitz,2017,2020,90000,1,gray,petrol,pre-owned,automatic,hatchback,1000,8250000,0.07592279731736036,0.00497512437810943,0.2124718410813025,0.9230769230769198,0.9487179487179489
toyota,vitz,2015,2015,30000,1,black,petrol,pre-owned,automatic,hatchback,1000,7790000,0.07121281933138791,0.00497512437810943,0.058877739094818755,0.8717948717948687,0.8205128205128176
toyota,vitz,2018,2019,45000,1,black,petrol,pre-owned,automatic,hatchback,1000,9390000,0.0875953514565095,0.00497512437810943,0.0972762645914397,0.9487179487179489,0.9230769230769198
toyota,vitz,2018,2019,25000,1,white,petrol,pre-owned,automatic,hatchback,1000,9390000,0.0875953514565095,0.00497512437810943,0.04607823059594512,0.9487179487179489,0.9230769230769198
toyota,vitz,2015,2018,49000,1,red,petrol,pre-owned,automatic,hatchback,1000,7990000,0.0732606358470281,0.00497512437810943,0.10751587139053859,0.8717948717948687,0.8974358974358978
toyota,vitz,2008,2011,113000,2,white,petrol,pre-owned,automatic,hatchback,990,5690000,0.04971074591716582,0.0,0.2713495801761212,0.6923076923076863,0.7179487179487154
toyota,vitz,2019,2020,42000,1,white,petrol,pre-owned,automatic,hatchback,1000,9575000,0.08948958173347668,0.00497512437810943,0.08959655949211551,0.9743589743589709,0.9487179487179489
toyota,vitz,2016,2019,68000,1,black,petrol,pre-owned,automatic,hatchback,1000,7750000,0.07080325602825988,0.00497512437810943,0.15615400368625845,0.8974358974358978,0.9230769230769198
toyota,vitz,2007,2007,127000,2,silver,petrol,pre-owned,automatic,hatchback,1000,5075000,0.04341371013157221,0.00497512437810943,0.3071882039729674,0.6666666666666643,0.6153846153846132
toyota,vitz,2015,2018,120000,2,blue,petrol,pre-owned,automatic,hatchback,1000,7150000,0.06465980648133927,0.00497512437810943,0.2892688920745443,0.8717948717948687,0.8974358974358978
toyota,vitz,2007,2011,151000,3,black,petrol,pre-owned,automatic,hatchback,1000,5350000,0.046229457840577484,0.00497512437810943,0.36862584476756094,0.6666666666666643,0.7179487179487154
toyota,vitz,2008,2011,115000,2,blue,petrol,pre-owned,automatic,hatchback,1000,5690000,0.04971074591716582,0.00497512437810943,0.2764693835756707,0.6923076923076863,0.7179487179487154
toyota,vitz,2007,2010,171000,3,silver,petrol,pre-owned,automatic,hatchback,1000,4915000,0.04177545691906005,0.00497512437810943,0.4198238787630555,0.6666666666666643,0.6923076923076934
toyota,vitz,2016,2018,67000,1,blue,petrol,pre-owned,automatic,hatchback,1000,7690000,0.07018891107356781,0.00497512437810943,0.1535941019864837,0.8974358974358978,0.8974358974358978
toyota,vitz,2019,2020,31000,1,white,petrol,pre-owned,automatic,hatchback,1000,9590000,0.08964316797214969,0.00497512437810943,0.06143764079459348,0.9743589743589709,0.9487179487179489
toyota,vitz,2015,2019,55000,1,red,petrol,pre-owned,automatic,hatchback,1000,7500000,0.06824348538370963,0.00497512437810943,0.12287528158918698,0.8717948717948687,0.9230769230769198
toyota,vitz,2015,2018,80000,1,brown,petrol,pre-owned,automatic,hatchback,990,7450000,0.06773153125479957,0.0,0.18687282408355518,0.8717948717948687,0.8974358974358978
toyota,vitz,2017,2020,90000,1,gray,petrol,pre-owned,automatic,hatchback,1000,8250000,0.07592279731736036,0.00497512437810943,0.2124718410813025,0.9230769230769198,0.9487179487179489
toyota,vitz,2007,2010,156860,3,silver,petrol,pre-owned,automatic,hatchback,1000,4890000,0.04151947985460503,0.00497512437810943,0.3836268687282408,0.6666666666666643,0.6923076923076934
toyota,vitz,2007,2011,133000,3,red,petrol,pre-owned,automatic,hatchback,1000,5150000,0.044181641324937286,0.00497512437810943,0.3225476141716158,0.6666666666666643,0.7179487179487154
toyota,vitz,2008,2010,145000,2,red,petrol,pre-owned,automatic,hatchback,1000,5175000,0.04443761838939231,0.00497512437810943,0.35326643456891255,0.6923076923076863,0.6923076923076934
toyota,vitz,2015,2015,30000,1,black,petrol,pre-owned,automatic,hatchback,1000,7790000,0.07121281933138791,0.00497512437810943,0.058877739094818755,0.8717948717948687,0.8205128205128176
toyota,vitz,2018,2019,45000,1,black,petrol,pre-owned,automatic,hatchback,1000,9390000,0.0875953514565095,0.00497512437810943,0.0972762645914397,0.9487179487179489,0.9230769230769198
toyota,vitz,2018,2018,25000,1,white,petrol,pre-owned,automatic,hatchback,1000,9390000,0.0875953514565095,0.00497512437810943,0.04607823059594512,0.9487179487179489,0.8974358974358978
toyota,vitz,2015,2018,49000,1,red,petrol,pre-owned,automatic,hatchback,1000,7990000,0.0732606358470281,0.00497512437810943,0.10751587139053859,0.8717948717948687,0.8974358974358978
toyota,vitz,2008,2011,113000,2,white,petrol,pre-owned,automatic,hatchback,1000,5690000,0.04971074591716582,0.00497512437810943,0.2713495801761212,0.6923076923076863,0.7179487179487154
toyota,vitz,2018,2019,42000,1,white,petrol,pre-owned,automatic,hatchback,1000,9575000,0.08948958173347668,0.00497512437810943,0.08959655949211551,0.9487179487179489,0.9230769230769198
toyota,vitz,2016,2018,73000,1,blue,petrol,pre-owned,automatic,hatchback,990,7150000,0.06465980648133927,0.0,0.16895351218513208,0.8974358974358978,0.8974358974358978
toyota,vitz,2015,2015,109500,2,black,petrol,pre-owned,automatic,hatchback,1000,6885000,0.061946449598116016,0.00497512437810943,0.2623899242269097,0.8717948717948687,0.8205128205128176
toyota,vitz,2009,2009,96000,2,silver,petrol,pre-owned,automatic,hatchback,1000,5350000,0.046229457840577484,0.00497512437810943,0.22783125127995085,0.7179487179487154,0.6666666666666643
toyota,vitz,2015,2019,55000,1,red,petrol,pre-owned,automatic,hatchback,1000,7500000,0.06824348538370963,0.00497512437810943,0.12287528158918698,0.8717948717948687,0.9230769230769198
toyota,vitz,2017,2017,41000,1,red,petrol,pre-owned,automatic,hatchback,1000,8590000,0.0794040853939487,0.00497512437810943,0.08703665779234077,0.9230769230769198,0.8717948717948687
toyota,vitz,2010,2011,62000,1,black,petrol,pre-owned,automatic,hatchback,1000,5800000,0.05083704500076793,0.00497512437810943,0.14079459348761006,0.7435897435897445,0.7179487179487154
toyota,vitz,2014,2017,116717,2,blue,petrol,pre-owned,automatic,hatchback,990,7190000,0.06506936978446731,0.0,0.2808647347941839,0.8461538461538467,0.8717948717948687
toyota,vitz,2016,2018,63000,1,black,petrol,pre-owned,automatic,hatchback,1000,7950000,0.07285107254390007,0.00497512437810943,0.1433544951873848,0.8974358974358978,0.8974358974358978
toyota,vitz,2008,2011,134335,3,blue,petrol,pre-owned,automatic,hatchback,1300,5990000,0.052782470690626124,0.154228855721393,0.32596508294081505,0.6923076923076863,0.7179487179487154
toyota,vitz,2007,2011,133000,3,red,petrol,pre-owned,automatic,hatchback,1000,5150000,0.044181641324937286,0.00497512437810943,0.3225476141716158,0.6666666666666643,0.7179487179487154
toyota,vitz,2016,2019,75000,2,silver,petrol,pre-owned,automatic,hatchback,1000,7475000,0.0679875083192546,0.00497512437810943,0.17407331558468153,0.8974358974358978,0.9230769230769198
toyota,vitz,2018,2019,42000,1,white,petrol,pre-owned,automatic,hatchback,1000,8700000,0.08053038447755081,0.00497512437810943,0.08959655949211551,0.9487179487179489,0.9230769230769198
toyota,vitz,2015,2016,80000,2,silver,petrol,pre-owned,automatic,hatchback,1000,7265000,0.06583730097783239,0.00497512437810943,0.18687282408355518,0.8717948717948687,0.8461538461538467
toyota,vitz,2015,2018,85000,2,white,petrol,pre-owned,automatic,hatchback,1000,8150000,0.07489888905954027,0.00497512437810943,0.19967233258242884,0.8717948717948687,0.8974358974358978
toyota,vitz,2017,2018,84000,2,black,petrol,pre-owned,automatic,hatchback,1000,8390000,0.0773562688783085,0.00497512437810943,0.1971124308826541,0.9230769230769198,0.8974358974358978
toyota,vitz,2016,2018,67000,1,blue,petrol,pre-owned,automatic,hatchback,1000,7690000,0.07018891107356781,0.00497512437810943,0.1535941019864837,0.8974358974358978,0.8974358974358978
toyota,vitz,2019,2020,31000,1,white,petrol,pre-owned,automatic,hatchback,1000,9590000,0.08964316797214969,0.00497512437810943,0.06143764079459348,0.9743589743589709,0.9487179487179489
toyota,vitz,2015,2018,80000,2,black,petrol,pre-owned,automatic,hatchback,990,7450000,0.06773153125479957,0.0,0.18687282408355518,0.8717948717948687,0.8974358974358978
toyota,vitz,2017,2020,90000,2,silver,petrol,pre-owned,automatic,hatchback,1000,8250000,0.07592279731736036,0.00497512437810943,0.2124718410813025,0.9230769230769198,0.9487179487179489
toyota,vitz,2006,2008,122000,3,silver,petrol,pre-owned,automatic,hatchback,1000,3990000,0.032304305534224136,0.00497512437810943,0.2943886954740938,0.6410256410256352,0.6410256410256352
toyota,vitz,2007,2010,156860,3,silver,petrol,pre-owned,automatic,hatchback,1000,4890000,0.04151947985460503,0.00497512437810943,0.3836268687282408,0.6666666666666643,0.6923076923076934
toyota,vitz,2008,2009,145000,3,red,petrol,pre-owned,automatic,hatchback,1000,5175000,0.04443761838939231,0.00497512437810943,0.35326643456891255,0.6923076923076863,0.6666666666666643
toyota,vitz,2015,2016,30000,1,black,petrol,pre-owned,automatic,hatchback,1000,7790000,0.07121281933138791,0.00497512437810943,0.058877739094818755,0.8717948717948687,0.8461538461538467
toyota,vitz,2018,2018,45000,1,black,petrol,pre-owned,automatic,hatchback,1000,9390000,0.0875953514565095,0.00497512437810943,0.0972762645914397,0.9487179487179489,0.8974358974358978
toyota,vitz,2008,2011,113000,3,white,petrol,pre-owned,automatic,hatchback,1000,5490000,0.047662929401525625,0.00497512437810943,0.2713495801761212,0.6923076923076863,0.7179487179487154
toyota,vitz,2016,2019,68000,2,black,petrol,pre-owned,automatic,hatchback,1000,7750000,0.07080325602825988,0.00497512437810943,0.15615400368625845,0.8974358974358978,0.9230769230769198
toyota,vitz,2007,2009,127000,3,silver,petrol,pre-owned,automatic,hatchback,1000,5075000,0.04341371013157221,0.00497512437810943,0.3071882039729674,0.6666666666666643,0.6666666666666643
toyota,vitz,2015,2018,120000,3,blue,petrol,pre-owned,automatic,hatchback,1000,7150000,0.06465980648133927,0.00497512437810943,0.2892688920745443,0.8717948717948687,0.8974358974358978
toyota,vitz,2007,2011,151000,3,black,petrol,pre-owned,automatic,hatchback,1000,5350000,0.046229457840577484,0.00497512437810943,0.36862584476756094,0.6666666666666643,0.7179487179487154
toyota,vitz,2007,2010,134000,3,white,petrol,pre-owned,automatic,hatchback,1000,5690000,0.04971074591716582,0.00497512437810943,0.32510751587139053,0.6666666666666643,0.6923076923076934
toyota,vitz,2019,2019,61000,2,white,petrol,pre-owned,automatic,hatchback,1000,9650000,0.09025751292684175,0.00497512437810943,0.13823469178783535,0.9743589743589709,0.9230769230769198
toyota,vitz,2016,2019,94000,2,silver,petrol,pre-owned,automatic,hatchback,990,7550000,0.06875543951261967,0.0,0.2227114478804014,0.8974358974358978,0.9230769230769198
toyota,vitz,2008,2011,131000,3,black,petrol,pre-owned,automatic,hatchback,1000,5550000,0.04827727435621768,0.00497512437810943,0.31742781077206633,0.6923076923076863,0.7179487179487154
toyota,vitz,2002,2002,81000,2,blue,petrol,pre-owned,automatic,hatchback,1000,3885000,0.03122920186351303,0.00497512437810943,0.18943272578332992,0.538461538461533,0.4871794871794819
toyota,vitz,2001,2005,110000,3,white,petrol,pre-owned,automatic,hatchback,1000,3725000,0.02959094865100087,0.00497512437810943,0.26366987507679707,0.512820512820511,0.5641025641025621
toyota,vitz,2007,2010,133000,3,silver,petrol,pre-owned,automatic,hatchback,1300,5650000,0.049301182614037785,0.154228855721393,0.3225476141716158,0.6666666666666643,0.6923076923076934
toyota,vitz,2017,2019,63000,1,silver,petrol,pre-owned,automatic,hatchback,1000,8390000,0.0773562688783085,0.00497512437810943,0.1433544951873848,0.9230769230769198,0.9230769230769198
toyota,vitz,2018,2019,46000,1,black,petrol,pre-owned,automatic,hatchback,1000,8825000,0.08181026979982593,0.00497512437810943,0.09983616629121442,0.9487179487179489,0.9230769230769198
toyota,vitz,2015,2015,85000,2,white,petrol,pre-owned,automatic,hatchback,1000,7875000,0.072083141350535,0.00497512437810943,0.19967233258242884,0.8717948717948687,0.8205128205128176
toyota,vitz,2017,2020,23000,1,white,petrol,pre-owned,automatic,hatchback,1000,8600000,0.07950647621973071,0.00497512437810943,0.04095842719639566,0.9230769230769198,0.9487179487179489
toyota,vitz,2017,2019,53000,2,blue,petrol,pre-owned,automatic,hatchback,1000,8350000,0.07694670557518046,0.00497512437810943,0.11775547818963752,0.9230769230769198,0.9230769230769198
toyota,vitz,2007,2009,112500,3,black,petrol,pre-owned,automatic,hatchback,1000,5200000,0.04469359545384734,0.00497512437810943,0.27006962932623385,0.6666666666666643,0.6666666666666643
toyota,vitz,2016,2016,110000,3,blue,petrol,pre-owned,automatic,hatchback,1000,7475000,0.0679875083192546,0.00497512437810943,0.26366987507679707,0.8974358974358978,0.8461538461538467
toyota,vitz,2010,2011,123000,3,white,petrol,pre-owned,automatic,hatchback,1000,5275000,0.04546152664721241,0.00497512437810943,0.2969485971738685,0.7435897435897445,0.7179487179487154
toyota,vitz,2016,2016,35000,1,white,petrol,pre-owned,automatic,hatchback,1000,7890000,0.072236727589208,0.00497512437810943,0.0716772475936924,0.8974358974358978,0.8461538461538467
toyota,vitz,2015,2018,88000,1,white,petrol,pre-owned,automatic,hatchback,1000,7590000,0.06916500281574771,0.00497512437810943,0.20735203768175303,0.8717948717948687,0.8974358974358978
toyota,vitz,2016,2018,70000,1,black,petrol,pre-owned,automatic,hatchback,990,7425000,0.06747555419034455,0.0,0.1612738070858079,0.8974358974358978,0.8974358974358978
toyota,vitz,2015,2018,102573,2,black,petrol,pre-owned,automatic,hatchback,990,7590000,0.06916500281574771,0.0,0.24465748515257013,0.8717948717948687,0.8974358974358978
toyota,vitz,2019,2019,43000,1,white,petrol,pre-owned,automatic,hatchback,990,9690000,0.09066707622996979,0.0,0.09215646119189022,0.9743589743589709,0.9230769230769198
toyota,vitz,2017,2020,79960,2,black,petrol,pre-owned,automatic,hatchback,990,8450000,0.07797061383300057,0.0,0.1867704280155642,0.9230769230769198,0.9487179487179489
toyota,vitz,2017,2019,36500,1,black,petrol,pre-owned,automatic,hatchback,1300,8100000,0.07438693493063021,0.154228855721393,0.0755171001433545,0.9230769230769198,0.9230769230769198
toyota,vitz,2008,2011,115000,3,blue,petrol,pre-owned,automatic,hatchback,1000,5590000,0.04868683765934572,0.00497512437810943,0.2764693835756707,0.6923076923076863,0.7179487179487154
toyota,vitz,2000,2003,197000,3,silver,petrol,pre-owned,automatic,hatchback,1000,3650000,0.028823017457635797,0.00497512437810943,0.4863813229571985,0.4871794871794819,0.512820512820511
toyota,vitz,2018,2018,59000,1,white,petrol,pre-owned,automatic,hatchback,1000,9075000,0.08437004044437618,0.00497512437810943,0.1331148883882859,0.9487179487179489,0.8974358974358978
toyota,vitz,2018,2018,52000,1,white,petrol,pre-owned,automatic,hatchback,1000,8865000,0.08221983310295397,0.00497512437810943,0.11519557648986278,0.9487179487179489,0.8974358974358978
toyota,vitz,2016,2017,100000,2,silver,petrol,pre-owned,automatic,hatchback,1000,7390000,0.06711718630010752,0.00497512437810943,0.23807085807904976,0.8974358974358978,0.8717948717948687
toyota,vitz,2017,2019,58500,1,black,petrol,pre-owned,automatic,hatchback,1000,8350000,0.07694670557518046,0.00497512437810943,0.13183493753839853,0.9230769230769198,0.9230769230769198
toyota,vitz,2018,2018,40000,1,white,petrol,pre-owned,automatic,hatchback,1000,9090000,0.0845236266830492,0.00497512437810943,0.08447675609256605,0.9487179487179489,0.8974358974358978
toyota,vitz,2015,2018,120000,2,silver,petrol,pre-owned,automatic,hatchback,1000,7450000,0.06773153125479957,0.00497512437810943,0.2892688920745443,0.8717948717948687,0.8974358974358978
toyota,vitz,2016,2019,80000,2,white,petrol,pre-owned,automatic,hatchback,1000,7600000,0.06926739364152971,0.00497512437810943,0.18687282408355518,0.8974358974358978,0.9230769230769198
toyota,vitz,2018,2019,34000,1,black,petrol,pre-owned,automatic,hatchback,1000,9350000,0.08718578815338146,0.00497512437810943,0.06911734589391769,0.9487179487179489,0.9230769230769198
toyota,vitz,2017,2018,85000,2,black,petrol,pre-owned,automatic,hatchback,1000,8275000,0.07617877438181539,0.00497512437810943,0.19967233258242884,0.9230769230769198,0.8974358974358978
toyota,vitz,2015,2018,74000,2,black,petrol,pre-owned,automatic,hatchback,1000,7250000,0.06568371473915938,0.00497512437810943,0.17151341388490682,0.8717948717948687,0.8974358974358978
toyota,vitz,2015,2017,74987,2,silver,petrol,pre-owned,automatic,hatchback,1000,7590000,0.06916500281574771,0.00497512437810943,0.17404003686258449,0.8717948717948687,0.8717948717948687
toyota,vitz,2016,2018,55000,1,white,petrol,pre-owned,automatic,hatchback,1000,7950000,0.07285107254390007,0.00497512437810943,0.12287528158918698,0.8974358974358978,0.8974358974358978
toyota,vitz,2018,2020,55000,1,white,petrol,pre-owned,automatic,hatchback,1000,9450000,0.08820969641120156,0.00497512437810943,0.12287528158918698,0.9487179487179489,0.9487179487179489
toyota,vitz,2017,2019,75132,2,black,petrol,pre-owned,automatic,hatchback,990,8350000,0.07694670557518046,0.0,0.1744112226090518,0.9230769230769198,0.9230769230769198
toyota,camry,2002,2006,234000,3,black,petrol,pre-owned,automatic,sedan,2000,5450000,0.04725336609839759,0.5024875621890547,0.5810976858488635,0.538461538461533,0.5897435897435841
toyota,camry,2013,2016,89200,1,red,hybrid,pre-owned,automatic,sedan,2500,13850000,0.13326165975528592,0.7512437810945273,0.2104239197214827,0.8205128205128176,0.8461538461538467
toyota,camry,2004,2006,303000,4,gray,petrol,pre-owned,automatic,sedan,2500,5900000,0.051860953258588034,0.7512437810945273,0.7577309031333197,0.5897435897435841,0.5897435897435841
toyota,camry,2007,2007,102400,2,black,petrol,pre-owned,automatic,sedan,2500,7750000,0.07080325602825988,0.7512437810945273,0.2442146221585091,0.6666666666666643,0.6153846153846132
toyota,camry,2008,2008,174000,3,black,petrol,pre-owned,automatic,sedan,2500,7650000,0.06977934777043977,0.7512437810945273,0.4275035838623797,0.6923076923076863,0.6410256410256352
toyota,camry,2003,2004,187000,3,brown,petrol,pre-owned,automatic,sedan,3000,4600000,0.03855014590692674,0.9999999999999999,0.46078230595945113,0.5641025641025621,0.538461538461533
toyota,camry,2012,2013,62000,1,white,petrol,pre-owned,automatic,sedan,2500,1200000,0.003737265141043363,0.7512437810945273,0.14079459348761006,0.7948717948717956,0.7692307692307665
toyota,camry,2012,2012,63000,1,white,petrol,pre-owned,automatic,sedan,2500,5650000,0.049301182614037785,0.7512437810945273,0.1433544951873848,0.7948717948717956,0.7435897435897445
toyota,camry,2007,2007,120000,2,brown,petrol,pre-owned,automatic,sedan,2500,7950000,0.07285107254390007,0.7512437810945273,0.2892688920745443,0.6666666666666643,0.6153846153846132
toyota,camry,2002,2003,252000,3,white,petrol,pre-owned,automatic,sedan,2000,4500000,0.03752623764910664,0.5024875621890547,0.6271759164448085,0.538461538461533,0.512820512820511
toyota,chr,2017,2017,72000,1,black,petrol,pre-owned,automatic,hatchback,1200,14150000,0.13633338452874622,0.10447761194029848,0.16639361048535736,0.9230769230769198,0.8717948717948687
toyota,chr,2018,2018,35000,3,white,petrol,pre-owned,automatic,hatchback,1200,14850000,0.14350074233348692,0.10447761194029848,0.0716772475936924,0.9487179487179489,0.8974358974358978
toyota,chr,2020,2020,40000,2,silver,petrol,pre-owned,automatic,hatchback,1200,18490000,0.18077100291813852,0.10447761194029848,0.08447675609256605,1.0,0.9487179487179489
toyota,chr,2017,2018,31128,1,white,petrol,pre-owned,automatic,hatchback,1200,14200000,0.13684533865765627,0.10447761194029848,0.06176530821216466,0.9230769230769198,0.8974358974358978
toyota,chr,2018,2018,70000,1,red,petrol,pre-owned,automatic,hatchback,1200,14950000,0.144524650591307,0.10447761194029848,0.1612738070858079,0.9487179487179489,0.8974358974358978
toyota,chr,2018,2018,46000,1,maroon,petrol,pre-owned,automatic,hatchback,1200,16750000,0.1629549992320688,0.10447761194029848,0.09983616629121442,0.9487179487179489,0.8974358974358978
toyota,chr,2018,2019,46000,1,white,petrol,pre-owned,automatic,hatchback,1200,17190000,0.16746019556647723,0.10447761194029848,0.09983616629121442,0.9487179487179489,0.9230769230769198
toyota,chr,2017,2018,109000,2,white,hybrid,pre-owned,automatic,hatchback,1800,15750000,0.1527159166538678,0.4029850746268656,0.2611099733770223,0.9230769230769198,0.8974358974358978
toyota,chr,2016,2017,70000,1,black,petrol,pre-owned,automatic,wagon,1200,14190000,0.13674294783187424,0.10447761194029848,0.1612738070858079,0.8974358974358978,0.8717948717948687
toyota,chr,2018,2019,65000,1,white,petrol,pre-owned,automatic,wagon,1200,14990000,0.14493421389443503,0.10447761194029848,0.14847429858693426,0.9487179487179489,0.9230769230769198
toyota,chr,2017,2018,137000,2,black,petrol,pre-owned,automatic,hatchback,1200,13750000,0.1322377514974658,0.10447761194029848,0.3327872209707147,0.9230769230769198,0.8974358974358978
toyota,chr,2019,2020,43000,2,red,petrol,pre-owned,automatic,wagon,1200,16700000,0.16244304510315874,0.10447761194029848,0.09215646119189022,0.9743589743589709,0.9487179487179489
toyota,chr,2018,2020,41000,3,black,petrol,pre-owned,automatic,hatchback,1200,16250000,0.1578354579429683,0.10447761194029848,0.08703665779234077,0.9487179487179489,0.9487179487179489
toyota,chr,2017,2018,89000,2,white,petrol,pre-owned,automatic,wagon,1200,13995000,0.13474632672912507,0.10447761194029848,0.20991193938152775,0.9230769230769198,0.8974358974358978
toyota,chr,2018,2018,50000,1,red,petrol,pre-owned,automatic,hatchback,1200,16500000,0.16039522858751853,0.10447761194029848,0.11007577309031333,0.9487179487179489,0.8974358974358978
toyota,chr,2017,2018,58000,1,brown,petrol,pre-owned,automatic,wagon,1200,13900000,0.13377361388419595,0.10447761194029848,0.13055498668851115,0.9230769230769198,0.8974358974358978
toyota,chr,2018,2018,75000,1,white,petrol,pre-owned,automatic,wagon,1200,14990000,0.14493421389443503,0.10447761194029848,0.17407331558468153,0.9487179487179489,0.8974358974358978
toyota,chr,2017,2018,137000,2,black,petrol,pre-owned,automatic,hatchback,1200,13750000,0.1322377514974658,0.10447761194029848,0.3327872209707147,0.9230769230769198,0.8974358974358978
toyota,chr,2019,2020,43000,2,red,petrol,pre-owned,automatic,wagon,1200,16700000,0.16244304510315874,0.10447761194029848,0.09215646119189022,0.9743589743589709,0.9487179487179489
toyota,chr,2018,2020,41000,2,black,petrol,pre-owned,automatic,wagon,1200,16250000,0.1578354579429683,0.10447761194029848,0.08703665779234077,0.9487179487179489,0.9487179487179489
toyota,chr,2017,2017,89000,2,white,petrol,pre-owned,automatic,hatchback,1200,13995000,0.13474632672912507,0.10447761194029848,0.20991193938152775,0.9230769230769198,0.8717948717948687
toyota,chr,2018,2018,50000,1,red,petrol,pre-owned,automatic,wagon,1200,16500000,0.16039522858751853,0.10447761194029848,0.11007577309031333,0.9487179487179489,0.8974358974358978
toyota,chr,2017,2018,58000,1,brown,petrol,pre-owned,automatic,hatchback,1200,13900000,0.13377361388419595,0.10447761194029848,0.13055498668851115,0.9230769230769198,0.8974358974358978
toyota,chr,2018,2020,75000,2,white,petrol,pre-owned,automatic,wagon,1200,14990000,0.14493421389443503,0.10447761194029848,0.17407331558468153,0.9487179487179489,0.9487179487179489
toyota,chr,2018,2020,32000,1,gray,petrol,pre-owned,automatic,wagon,1200,15390000,0.14902984692571544,0.10447761194029848,0.06399754249436823,0.9487179487179489,0.9487179487179489
toyota,chr,2019,2020,56136,1,silver,petrol,pre-owned,automatic,hatchback,1200,15850000,0.1537398249116879,0.10447761194029848,0.12578332992013105,0.9743589743589709,0.9487179487179489
toyota,chr,2018,2019,54200,1,white,petrol,pre-owned,automatic,wagon,1200,16750000,0.1629549992320688,0.10447761194029848,0.12082736022936719,0.9487179487179489,0.9230769230769198
toyota,chr,2017,2018,70000,1,white,petrol,pre-owned,automatic,hatchback,1200,14090000,0.13571903957405415,0.10447761194029848,0.1612738070858079,0.9230769230769198,0.8974358974358978
toyota,chr,2018,2018,52000,1,white,petrol,pre-owned,automatic,hatchback,1200,16500000,0.16039522858751853,0.10447761194029848,0.11519557648986278,0.9487179487179489,0.8974358974358978
toyota,chr,2018,2019,55000,1,white,petrol,pre-owned,automatic,hatchback,1200,15500000,0.15015614600931756,0.10447761194029848,0.12287528158918698,0.9487179487179489,0.9230769230769198
toyota,chr,2017,2018,87000,1,gray,petrol,pre-owned,automatic,wagon,1200,13850000,0.13326165975528592,0.10447761194029848,0.2047921359819783,0.9230769230769198,0.8974358974358978
toyota,chr,2017,2018,56000,1,brown,petrol,pre-owned,automatic,hatchback,1200,13800000,0.13274970562637586,0.10447761194029848,0.1254351832889617,0.9230769230769198,0.8974358974358978
toyota,chr,2018,2020,39500,1,black,petrol,pre-owned,automatic,hatchback,1200,15075000,0.14580453591358214,0.10447761194029848,0.0831968052426787,0.9487179487179489,0.9487179487179489
toyota,chr,2017,2019,55000,2,red,petrol,pre-owned,automatic,wagon,1200,14390000,0.13879076434751444,0.10447761194029848,0.12287528158918698,0.9230769230769198,0.9230769230769198
toyota,chr,2017,2018,39000,1,white,petrol,pre-owned,automatic,hatchback,1200,14500000,0.13991706343111657,0.10447761194029848,0.08191685439279131,0.9230769230769198,0.8974358974358978
toyota,chr,2016,2016,85268,3,white,petrol,pre-owned,automatic,hatchback,1200,13000000,0.12455843956381508,0.10447761194029848,0.20035838623796845,0.8974358974358978,0.8461538461538467
toyota,chr,2018,2018,50000,2,red,petrol,pre-owned,automatic,wagon,1200,16800000,0.16346695336097886,0.10447761194029848,0.11007577309031333,0.9487179487179489,0.8974358974358978
toyota,chr,2017,2018,86000,2,white,petrol,pre-owned,automatic,hatchback,1200,13600000,0.13070188911073566,0.10447761194029848,0.20223223428220355,0.9230769230769198,0.8974358974358978
toyota,chr,2017,2018,115000,3,red,petrol,pre-owned,automatic,hatchback,1200,13800000,0.13274970562637586,0.10447761194029848,0.2764693835756707,0.9230769230769198,0.8974358974358978
toyota,chr,2017,2018,64000,1,white,petrol,pre-owned,automatic,wagon,1300,13500000,0.12967798085291557,0.154228855721393,0.14591439688715954,0.9230769230769198,0.8974358974358978
